"","Country","iso3","voice2016","absViolence2016","govEffect2016","regQual2016","ruloLaw2016","contCorrup2016"
"197","Syrian Arab Republic","SYR","-1.9868111610412598","-2.916323184967041","-1.818921685218811","-1.6661535501480103","-1.9906145334243774","-1.5721147060394287"
"198","Chad","TCD","-1.3558602333068848","-1.302364706993103","-1.5118952989578247","-1.1800222396850586","-1.3779296875","-1.4878790378570557"
"199","Togo","TGO","-0.54589974880218506","-0.17235358059406281","-1.0685338973999023","-0.79330235719680786","-0.63355433940887451","-0.67739486694335938"
"200","Thailand","THA","-1.0251140594482422","-0.98858141899108887","0.34203100204467773","0.1680702269077301","-4.8757079057395458E-3","-0.3889845609664917"
"201","Tajikistan","TJK","-1.6917637586593628","-0.777759850025177","-1.0268584489822388","-1.0931367874145508","-1.1480056047439575","-1.1465384960174561"
"202","Turkmenistan","TKM","-2.1708874702453613","-0.18969251215457916","-1.1266111135482788","-2.0909881591796875","-1.4898247718811035","-1.5186260938644409"
"203","Timor-Leste","TMP","0.21950981020927429","-1.0503778234124184E-2","-1.0143020153045654","-0.97730576992034912","-1.1581416130065918","-0.51068103313446045"
"204","Tonga","TON","0.64269375801086426","0.91781497001647949","-0.28205046057701111","-0.40524891018867493","0.2585349977016449","-0.44518023729324341"
"205","Trinidad and Tobago","TTO","0.55795091390609741","0.28635197877883911","0.22778211534023285","8.6722582578659058E-2","-0.15407173335552216","-0.24027432501316071"
"206","Tunisia","TUN","0.30342689156532288","-1.1413267850875854","-0.22900255024433136","-0.4700932502746582","-3.101208945736289E-3","-0.13484479486942291"
"207","Turkey","TUR","-0.60891145467758179","-2.0090630054473877","4.8478271812200546E-2","0.1961425393819809","-0.20864415168762207","-0.19156080484390259"
"208","Tuvalu","TUV","1.0817379951477051","1.4134193658828735","-0.92562019824981689","-0.59011727571487427","0.46582362055778503","3.0553348362445831E-2"
"209","Taiwan, China","TWN","1.0092875957489014","0.92566442489624023","1.3614400625228882","1.2878601551055908","1.1413365602493286","0.8801996111869812"
"210","Tanzania","TZA","-0.22379578649997711","-0.44099476933479309","-0.54560840129852295","-0.43530836701393127","-0.37670078873634338","-0.50690144300460815"
"211","Uganda","UGA","-0.65001368522644043","-0.71532273292541504","-0.57125228643417358","-0.21314658224582672","-0.25117635726928711","-1.0567436218261719"
"212","Ukraine","UKR","5.9614836936816573E-4","-1.8564798831939697","-0.57227861881256104","-0.42953437566757202","-0.76629370450973511","-0.81410020589828491"
"213","Uruguay","URY","1.162972092628479","1.0625804662704468","0.57418054342269897","0.48945555090904236","0.63039422035217285","1.2674987316131592"
"214","United States","USA","1.1092795133590698","0.40230292081832886","1.476792573928833","1.497076153755188","1.6179962158203125","1.3735320568084717"
"215","Uzbekistan","UZB","-1.8869038820266724","-0.27257069945335388","-0.57731002569198608","-1.6199225187301636","-1.1068174839019775","-1.1688911914825439"
