DepaProvDIST,idh,esperanza,secundaria,tiempoedu,percapitaf
LIMA_CANETE_CHILCA,0.57,79.39,57.43,9.90,900.50
LIMA_CANETE_COAYLLO,0.49,82.93,88.89,8.03,520.40
LIMA_CANETE_IMPERIAL,0.54,81.24,53.72,10.03,757.30
LIMA_CANETE_LUNAHUANA,0.54,79.40,86.96,8.87,701.10
LIMA_CANETE_MALA,0.50,79.64,35.54,9.90,767.50
LIMA_CANETE_NUEVO IMPERIAL,0.51,78.49,48.06,9.20,764.60
LIMA_CANETE_PACARAN,0.47,81.32,40.69,8.93,635.60
LIMA_CANETE_QUILMANA,0.52,78.82,45.20,9.47,794.80
LIMA_CANETE_SAN ANTONIO,0.56,78.95,54.31,10.51,875.10
LIMA_CANETE_SAN LUIS,0.49,80.35,31.17,9.04,838.10
LIMA_CANETE_SAN VICENTE DE CANETE,0.50,79.13,32.74,10.08,838.10
LIMA_CANETE_SANTA CRUZ DE FLORES,0.52,79.57,42.03,10.10,785.70
LIMA_CANETE_ZUNIGA,0.67,78.04,94.44,10.27,1165.50
LIMA_CANTA_ARAHUAY,0.36,74.49,62.56,7.70,310.60
LIMA_CANTA_CANTA,0.52,76.10,73.60,9.71,672.80
LIMA_CANTA_HUAMANTANGA,0.31,74.28,39.35,7.79,251.20
LIMA_CANTA_HUAROS,0.33,75.90,44.63,8.10,269.40
LIMA_CANTA_LACHAQUI,0.35,75.01,56.38,7.17,309.00
LIMA_CANTA_SAN BUENAVENTURA,0.38,75.15,50.10,8.50,375.20
LIMA_CANTA_SANTA ROSA DE QUIVES,0.45,76.29,34.32,7.95,700.00
LIMA_HUARAL_ATAVILLOS ALTO,0.52,77.45,85.71,8.23,671.40
LIMA_HUARAL_ATAVILLOS BAJO,0.40,80.06,54.01,8.74,358.00
LIMA_HUARAL_AUCALLAMA,0.51,79.74,59.77,8.06,727.30
LIMA_HUARAL_CHANCAY,0.53,79.18,68.00,9.02,724.40
LIMA_HUARAL_HUARAL,0.54,79.47,70.04,9.18,739.40
LIMA_HUARAL_IHUARI,0.24,78.35,39.09,6.38,143.30
LIMA_HUARAL_LAMPIAN,0.28,80.83,57.27,7.37,155.80
LIMA_HUARAL_PACARAOS,0.46,81.37,50.20,8.24,574.80
LIMA_HUARAL_SAN MIGUEL DE ACOS,0.46,79.50,64.77,8.53,499.00
LIMA_HUARAL_SANTA CRUZ DE ANDAMARCA,0.42,78.15,69.61,8.37,393.60
LIMA_HUARAL_SUMBILCA,0.33,82.46,31.00,7.40,309.10
LIMA_HUARAL_VEINTISIETE DE NOVIEMBRE,0.35,78.09,66.74,5.92,306.40
LIMA_HUAROCHIRI_ANTIOQUIA,0.36,72.54,47.88,7.38,357.00
LIMA_HUAROCHIRI_CALLAHUANCA,0.46,71.91,88.64,10.56,441.70
LIMA_HUAROCHIRI_CARAMPOMA,0.42,76.24,84.00,9.62,360.60
LIMA_HUAROCHIRI_CHICLA,0.66,72.06,64.76,10.28,1509.20
LIMA_HUAROCHIRI_CUENCA,0.09,72.90,0.14,6.23,161.80
LIMA_HUAROCHIRI_HUACHUPAMPA,0.30,70.97,90.00,10.04,153.30
LIMA_HUAROCHIRI_HUANZA,0.26,75.14,69.49,8.46,128.00
LIMA_HUAROCHIRI_HUAROCHIRI,0.31,76.80,57.81,8.74,199.60
LIMA_HUAROCHIRI_LAHUAYTAMBO,0.23,80.69,22.41,7.49,149.50
LIMA_HUAROCHIRI_LANGA,0.25,75.51,37.00,7.12,159.40
LIMA_HUAROCHIRI_LARAOS,0.29,78.25,60.99,9.26,150.60
LIMA_HUAROCHIRI_MARIATANA,0.20,76.12,20.08,6.12,125.60
LIMA_HUAROCHIRI_MATUCANA,0.50,69.86,74.04,9.76,664.70
LIMA_HUAROCHIRI_RICARDO PALMA,0.57,72.86,77.98,11.25,833.10
LIMA_HUAROCHIRI_SAN ANDRES DE TUPICOCHA,0.22,73.58,25.20,6.40,141.00
LIMA_HUAROCHIRI_SAN ANTONIO,0.27,72.64,71.89,8.37,142.70
LIMA_HUAROCHIRI_SAN BARTOLOME,0.47,75.17,77.42,10.07,482.20
LIMA_HUAROCHIRI_SAN DAMIAN,0.25,74.67,54.97,7.31,141.60
LIMA_HUAROCHIRI_SAN JUAN DE IRIS,0.28,72.25,85.71,10.08,131.70
LIMA_HUAROCHIRI_SAN JUAN DE TANTARANCHE,0.29,76.02,50.20,9.11,170.10
LIMA_HUAROCHIRI_SAN LORENZO DE QUINTI,0.27,74.83,47.80,8.18,156.00
LIMA_HUAROCHIRI_SAN MATEO,0.54,71.22,70.49,9.86,851.90
LIMA_HUAROCHIRI_SAN MATEO DE OTAO,0.37,71.42,75.68,7.94,311.60
LIMA_HUAROCHIRI_SAN PEDRO DE CASTA,0.30,70.85,66.73,8.19,197.90
LIMA_HUAROCHIRI_SAN PEDRO DE HUANCAYRE,0.32,73.84,100.00,7.76,188.70
LIMA_HUAROCHIRI_SANGALLAYA,0.26,76.27,30.08,6.93,190.70
LIMA_HUAROCHIRI_SANTA CRUZ DE COCACHACRA,0.54,71.27,96.08,9.91,722.70
LIMA_HUAROCHIRI_SANTA EULALIA,0.57,71.31,75.01,10.50,906.40
LIMA_HUAROCHIRI_SANTIAGO DE ANCHUCAYA,0.38,73.88,87.50,7.78,305.10
LIMA_HUAROCHIRI_SANTIAGO DE TUNA,0.25,71.65,71.46,6.71,130.80
LIMA_HUAROCHIRI_SANTO DOMINGO DE LOS OLLERO,0.26,70.23,47.83,8.24,164.20
LIMA_HUAROCHIRI_SURCO,0.40,70.65,86.11,9.20,348.10
LIMA_HUAURA_AMBAR,0.24,74.95,32.66,6.54,158.80
LIMA_HUAURA_CALETA DE CARQUIN,0.48,76.73,66.19,8.95,573.10
LIMA_HUAURA_CHECRAS,0.23,78.88,28.83,6.11,147.20
LIMA_HUAURA_HUACHO,0.63,77.47,83.58,11.69,943.20
LIMA_HUAURA_HUALMAY,0.55,77.13,74.85,10.39,752.00
LIMA_HUAURA_HUAURA,0.53,77.70,67.59,9.07,727.10
LIMA_HUAURA_LEONCIO PRADO,0.21,76.34,18.26,6.79,147.30
LIMA_HUAURA_PACCHO,0.24,78.61,47.97,6.59,134.20
LIMA_HUAURA_SANTA LEONOR,0.27,74.93,42.48,7.48,178.60
LIMA_HUAURA_SANTA MARIA,0.53,76.59,75.25,10.09,670.20
LIMA_HUAURA_SAYAN,0.53,76.32,60.52,8.32,854.60
LIMA_HUAURA_VEGUETA,0.52,76.59,73.46,8.53,709.90
LIMA_LIMA_ANCON,0.60,77.93,74.68,10.13,939.00
LIMA_LIMA_ATE,0.60,78.73,74.99,10.59,922.60
LIMA_LIMA_BARRANCO,0.75,79.08,86.94,12.46,1440.60
LIMA_LIMA_BRENA,0.72,78.99,84.44,12.14,1336.60
LIMA_LIMA_CARABAYLLO,0.56,78.20,73.25,10.26,783.60
LIMA_LIMA_CHACLACAYO,0.66,79.56,79.72,11.43,1107.80
LIMA_LIMA_CHORRILLOS,0.66,78.65,77.24,11.11,1133.30
LIMA_LIMA_CIENEGUILLA,0.56,77.97,79.22,10.08,762.30
LIMA_LIMA_COMAS,0.63,78.91,80.03,11.14,981.70
LIMA_LIMA_EL AGUSTINO,0.61,80.08,69.45,10.21,965.90
LIMA_LIMA_INDEPENDENCIA,0.62,78.85,77.25,10.86,978.30
LIMA_LIMA_JESUS MARIA,0.76,79.51,85.62,13.42,1442.00
LIMA_LIMA_LA MOLINA,0.78,79.38,86.20,13.76,1557.50
LIMA_LIMA_LA VICTORIA,0.65,78.87,75.97,11.16,1080.80
LIMA_LIMA_LIMA,0.68,79.14,80.16,11.54,1186.80
LIMA_LIMA_LINCE,0.77,79.49,85.74,12.85,1534.40
LIMA_LIMA_LOS OLIVOS,0.66,79.16,80.63,11.61,1083.60
LIMA_LIMA_LURIGANCHO,0.61,79.13,76.13,10.74,908.50
LIMA_LIMA_LURIN,0.59,78.61,70.78,10.07,905.70
LIMA_LIMA_MAGDALENA DEL MAR,0.75,79.52,84.52,12.98,1433.00
LIMA_LIMA_MAGDALENA VIEJA,0.75,79.44,87.19,13.31,1415.90
LIMA_LIMA_MIRAFLORES,0.80,79.41,89.50,14.25,1589.10
LIMA_LIMA_PACHACAMAC,0.54,77.87,66.50,9.93,767.80
LIMA_LIMA_PUCUSANA,0.50,77.62,60.94,9.84,623.90
LIMA_LIMA_PUENTE PIEDRA,0.57,78.36,74.21,10.26,798.50
LIMA_LIMA_PUNTA HERMOSA,0.63,77.93,73.86,11.07,1055.30
LIMA_LIMA_PUNTA NEGRA,0.60,78.14,70.20,11.03,902.90
LIMA_LIMA_RIMAC,0.66,79.08,75.94,11.06,1149.10
LIMA_LIMA_SAN BARTOLO,0.62,78.90,81.87,11.01,933.80
LIMA_LIMA_SAN BORJA,0.76,79.55,87.06,13.97,1396.60
LIMA_LIMA_SAN ISIDRO,0.76,79.46,88.89,14.02,1418.70
LIMA_LIMA_SAN JUAN DE LURIGANCHO,0.62,78.73,76.31,10.84,957.90
LIMA_LIMA_SAN JUAN DE MIRAFLORES,0.64,79.32,80.14,11.02,1033.40
LIMA_LIMA_SAN LUIS,0.71,80.37,79.74,12.12,1268.50
LIMA_LIMA_SAN MARTIN DE PORRES,0.66,79.08,82.79,11.78,1044.30
LIMA_LIMA_SAN MIGUEL,0.75,79.33,85.29,13.01,1446.30
LIMA_LIMA_SANTA ANITA,0.64,79.49,76.19,10.79,1050.10
LIMA_LIMA_SANTA MARIA DEL MAR,0.67,78.29,100.00,10.37,1126.50
LIMA_LIMA_SANTA ROSA,0.61,78.03,79.04,11.04,922.40
LIMA_LIMA_SANTIAGO DE SURCO,0.74,79.45,87.05,13.41,1324.30
LIMA_LIMA_SURQUILLO,0.74,79.23,85.08,12.36,1403.80
LIMA_LIMA_VILLA EL SALVADOR,0.60,78.86,75.30,10.67,911.80
LIMA_LIMA_VILLA MARIA DEL TRIUNFO,0.59,78.97,74.15,10.16,877.80
LIMA_OYON_ANDAJES,0.45,81.33,60.08,6.04,601.90
LIMA_OYON_CAUJUL,0.44,80.47,61.59,8.74,450.40
LIMA_OYON_COCHAMARCA,0.24,78.85,65.65,6.96,109.40
LIMA_OYON_NAVAN,0.38,82.77,63.67,8.55,299.40
LIMA_OYON_OYON,0.52,79.39,56.82,9.10,748.50
LIMA_OYON_PACHANGARA,0.48,82.03,50.15,8.92,597.30
LIMA_YAUYOS_ALIS,0.67,72.88,57.16,10.59,1596.10
LIMA_YAUYOS_AYAUCA,0.52,78.09,47.69,10.34,784.20
LIMA_YAUYOS_AYAVIRI,0.31,79.84,50.20,8.50,197.60
LIMA_YAUYOS_AZANGARO,0.22,73.80,20.14,7.92,141.00
LIMA_YAUYOS_CACRA,0.31,80.53,60.04,7.07,207.70
LIMA_YAUYOS_CARANIA,0.42,82.23,60.09,7.78,408.10
LIMA_YAUYOS_CATAHUASI,0.40,80.33,52.74,8.85,375.60
LIMA_YAUYOS_CHOCOS,0.24,76.88,38.98,6.59,144.20
LIMA_YAUYOS_COCHAS,0.31,79.97,100.00,8.71,146.70
LIMA_YAUYOS_COLONIA,0.30,70.53,61.16,7.78,200.30
LIMA_YAUYOS_HONGOS,0.25,76.59,50.17,7.13,132.90
LIMA_YAUYOS_HUAMPARA,0.32,72.85,100.00,8.90,174.70
LIMA_YAUYOS_HUANCAYA,0.31,79.75,91.67,9.86,150.50
LIMA_YAUYOS_HUANEC,0.31,71.74,100.00,8.66,174.50
LIMA_YAUYOS_HUANGASCAR,0.27,73.40,50.09,8.04,167.80
LIMA_YAUYOS_HUANTAN,0.30,79.24,18.61,7.66,303.80
LIMA_YAUYOS_LARAOS,0.59,76.09,73.35,9.87,963.20
LIMA_YAUYOS_LINCHA,0.25,78.09,44.51,6.50,150.20
LIMA_YAUYOS_MADEAN,0.23,70.83,44.52,7.30,130.20
LIMA_YAUYOS_MIRAFLORES,0.39,71.02,20.32,8.92,651.80
LIMA_YAUYOS_OMAS,0.24,72.14,33.54,7.90,149.70
LIMA_YAUYOS_PUTINZA,0.38,73.69,100.00,8.50,281.90
LIMA_YAUYOS_QUINCHES,0.25,74.68,28.85,8.26,169.90
LIMA_YAUYOS_QUINOCAY,0.26,73.64,28.87,8.68,173.80
LIMA_YAUYOS_SAN JOAQUIN,0.30,79.13,100.00,8.88,141.50
LIMA_YAUYOS_SAN PEDRO DE PILAS,0.27,72.62,66.72,7.91,143.50
LIMA_YAUYOS_TANTA,0.27,78.36,33.63,7.93,185.80
LIMA_YAUYOS_TAURIPAMPA,0.26,72.29,66.72,7.69,144.20
LIMA_YAUYOS_TOMAS,0.53,72.33,64.32,10.91,777.20
LIMA_YAUYOS_TUPE,0.25,78.73,54.62,6.45,137.70
LIMA_YAUYOS_VINAC,0.25,79.20,43.41,6.61,139.60
LIMA_YAUYOS_VITIS,0.46,80.96,71.46,9.87,432.60
LIMA_YAUYOS_YAUYOS,0.47,70.50,61.39,10.40,604.60
LORETO_ALTO AMAZONAS_BALSAPUERTO,0.17,70.74,7.23,3.71,193.40
LORETO_ALTO AMAZONAS_JEBEROS,0.17,71.37,6.75,4.80,171.40
LORETO_ALTO AMAZONAS_LAGUNAS,0.26,72.25,32.60,6.26,210.30
LORETO_ALTO AMAZONAS_SANTA CRUZ,0.19,72.31,6.87,5.41,197.70
LORETO_ALTO AMAZONAS_TENIENTE CESAR LOPEZ ROJAS,0.21,70.96,12.83,5.28,193.10
LORETO_ALTO AMAZONAS_YURIMAGUAS,0.37,70.58,37.94,7.87,439.00
LORETO_DATEM DEL MARANON_ANDOAS,0.24,73.64,8.14,4.44,360.50
LORETO_DATEM DEL MARANON_BARRANCA,0.32,70.38,24.87,7.18,370.90
LORETO_DATEM DEL MARANON_CAHUAPANAS,0.13,67.05,5.39,4.62,102.50
LORETO_DATEM DEL MARANON_MANSERICHE,0.23,70.29,11.85,6.03,257.50
LORETO_DATEM DEL MARANON_MORONA,0.16,74.73,11.07,5.70,104.40
LORETO_DATEM DEL MARANON_PASTAZA,0.20,69.56,7.91,5.03,227.40
LORETO_LORETO_NAUTA,0.35,69.62,40.38,7.30,392.40
LORETO_LORETO_PARINARI,0.25,70.67,26.38,6.44,216.00
LORETO_LORETO_TIGRE,0.24,69.68,20.20,6.21,228.90
LORETO_LORETO_TROMPETEROS,0.31,69.25,10.45,8.42,487.20
LORETO_LORETO_URARINAS,0.21,71.12,8.63,4.91,236.60
LORETO_MARISCAL RAMON CASTILLA_PEBAS,0.27,67.47,19.98,6.73,305.00
LORETO_MARISCAL RAMON CASTILLA_RAMON CASTILLA,0.30,66.99,25.32,7.17,339.90
LORETO_MARISCAL RAMON CASTILLA_SAN PABLO,0.25,67.68,17.76,5.99,261.20
LORETO_MARISCAL RAMON CASTILLA_YAVARI,0.29,67.71,17.82,6.41,377.10
LORETO_MAYNAS_ALTO NANAY,0.25,74.75,18.18,6.30,236.40
LORETO_MAYNAS_BELEN,0.45,69.50,49.16,8.68,671.70
LORETO_MAYNAS_FERNANDO LORES,0.28,72.62,23.04,6.67,280.90
LORETO_MAYNAS_INDIANA,0.30,74.01,28.95,6.76,304.00
LORETO_MAYNAS_IQUITOS,0.52,71.00,64.31,10.68,767.30
LORETO_MAYNAS_LAS AMAZONAS,0.27,73.00,15.37,6.01,307.60
LORETO_MAYNAS_MAZAN,0.26,71.82,15.28,6.06,282.20
LORETO_MAYNAS_NAPO,0.25,71.92,18.79,6.00,236.40
LORETO_MAYNAS_PUNCHANA,0.48,72.18,55.09,9.17,663.50
LORETO_MAYNAS_PUTUMAYO,0.34,73.50,26.88,7.87,377.10
LORETO_MAYNAS_SAN JUAN BAUTISTA,0.47,70.06,49.36,9.07,727.80
LORETO_MAYNAS_TENIENTE MANUEL CLAVERO,0.28,74.41,10.25,6.00,405.30
LORETO_MAYNAS_TORRES CAUSANA,0.15,71.77,6.24,5.02,125.30
LORETO_REQUENA_ALTO TAPICHE,0.26,70.86,13.75,6.30,291.40
LORETO_REQUENA_CAPELO,0.25,71.27,12.47,6.72,281.50
LORETO_REQUENA_EMILIO SAN MARTIN,0.25,76.04,20.52,6.36,218.70
LORETO_REQUENA_JENARO HERRERA,0.29,73.16,31.97,6.84,262.20
LORETO_REQUENA_MAQUIA,0.27,74.66,23.48,6.40,240.10
LORETO_REQUENA_PUINAHUA,0.28,74.30,30.31,6.75,232.60
LORETO_REQUENA_REQUENA,0.37,71.25,42.04,8.22,412.70
LORETO_REQUENA_SAQUENA,0.27,74.14,20.06,6.50,268.90
LORETO_REQUENA_SOPLIN,0.29,74.18,26.96,7.11,266.90
LORETO_REQUENA_TAPICHE,0.29,70.80,12.76,6.76,424.70
LORETO_REQUENA_YAQUERANA,0.25,70.22,20.65,6.99,231.30
LORETO_UCAYALI_CONTAMANA,0.37,66.33,49.71,8.39,416.70
LORETO_UCAYALI_INAHUAYA,0.26,64.57,13.72,7.10,315.30
LORETO_UCAYALI_PADRE MARQUEZ,0.37,70.80,51.06,7.04,399.30
LORETO_UCAYALI_PAMPA HERMOSA,0.32,70.00,44.69,6.65,316.50
LORETO_UCAYALI_SARAYACU,0.29,68.89,31.09,6.94,270.30
LORETO_UCAYALI_VARGAS GUERRA,0.29,68.52,24.56,7.21,298.80
MADRE DE DIOS_MANU_FITZCARRALD,0.37,74.09,16.36,7.46,624.80
MADRE DE DIOS_MANU_HUEPETUHE,0.57,72.60,54.22,8.73,1128.40
MADRE DE DIOS_MANU_MADRE DE DIOS,0.52,73.47,47.48,8.66,928.70
MADRE DE DIOS_MANU_MANU,0.47,72.71,48.49,7.89,727.20
MADRE DE DIOS_TAHUAMANU_IBERIA,0.62,80.23,60.31,9.94,1141.00
MADRE DE DIOS_TAHUAMANU_INAPARI,0.58,79.90,44.64,9.11,1110.10
MADRE DE DIOS_TAHUAMANU_TAHUAMANU,0.56,79.47,43.67,9.13,1046.20
MADRE DE DIOS_TAMBOPATA_INAMBARI,0.55,72.23,45.09,9.19,1093.50
MADRE DE DIOS_TAMBOPATA_LABERINTO,0.48,73.10,55.71,7.84,743.20
MADRE DE DIOS_TAMBOPATA_LAS PIEDRAS,0.44,72.59,45.05,8.03,636.40
MADRE DE DIOS_TAMBOPATA_TAMBOPATA,0.59,70.06,72.21,10.71,1053.00
MOQUEGUA_GENERAL SANCHEZ CERRO_CHOJATA,0.28,81.04,50.33,7.18,173.70
MOQUEGUA_GENERAL SANCHEZ CERRO_COALAQUE,0.40,78.79,64.05,7.11,382.00
MOQUEGUA_GENERAL SANCHEZ CERRO_ICHUNA,0.46,79.66,85.05,8.23,470.10
MOQUEGUA_GENERAL SANCHEZ CERRO_LA CAPILLA,0.67,78.99,82.35,10.09,1230.60
MOQUEGUA_GENERAL SANCHEZ CERRO_LLOQUE,0.42,80.98,84.21,9.06,335.40
MOQUEGUA_GENERAL SANCHEZ CERRO_MATALAQUE,0.47,79.85,85.00,9.36,452.20
MOQUEGUA_GENERAL SANCHEZ CERRO_OMATE,0.53,78.87,91.67,11.03,556.70
MOQUEGUA_GENERAL SANCHEZ CERRO_PUQUINA,0.50,79.65,64.84,7.57,681.70
MOQUEGUA_GENERAL SANCHEZ CERRO_QUINISTAQUILLAS,0.53,79.70,77.10,10.15,616.10
MOQUEGUA_GENERAL SANCHEZ CERRO_UBINAS,0.43,79.12,72.94,7.90,420.20
MOQUEGUA_GENERAL SANCHEZ CERRO_YUNGA,0.44,77.99,77.18,8.57,432.30
MOQUEGUA_ILO_EL ALGARROBAL,0.71,79.74,100.00,11.19,1211.70
MOQUEGUA_ILO_ILO,0.66,77.56,82.30,11.13,1133.70
MOQUEGUA_ILO_PACOCHA,0.79,78.01,97.22,13.32,1595.20
MOQUEGUA_MARISCAL NIETO_CARUMAS,0.50,75.37,66.63,7.54,744.40
MOQUEGUA_MARISCAL NIETO_CUCHUMBAYA,0.54,75.61,76.28,7.43,891.20
MOQUEGUA_MARISCAL NIETO_MOQUEGUA,0.66,77.32,83.19,11.00,1151.30
MOQUEGUA_MARISCAL NIETO_SAMEGUA,0.66,77.65,79.81,10.73,1171.20
MOQUEGUA_MARISCAL NIETO_SAN CRISTOBAL,0.51,75.30,64.67,7.99,771.70
MOQUEGUA_MARISCAL NIETO_TORATA,0.67,76.14,72.01,9.87,1424.30
PASCO_DANIEL A. CARRION_CHACAYAN,0.32,77.73,76.29,6.78,207.60
PASCO_DANIEL A. CARRION_GOYLLARISQUIZGA,0.35,73.33,82.67,9.53,233.40
PASCO_DANIEL A. CARRION_PAUCAR,0.28,74.45,56.24,5.78,207.50
PASCO_DANIEL A. CARRION_SAN PEDRO DE PILLAO,0.33,72.41,66.79,7.16,262.70
PASCO_DANIEL A. CARRION_SANTA ANA DE TUSI,0.24,68.38,79.61,8.27,110.30
PASCO_DANIEL A. CARRION_TAPUC,0.34,75.34,75.95,7.05,258.50
PASCO_DANIEL A. CARRION_VILCABAMBA,0.30,73.03,75.00,6.96,195.40
PASCO_DANIEL A. CARRION_YANAHUANCA,0.39,69.52,75.46,8.61,352.70
PASCO_OXAPAMPA_CHONTABAMBA,0.41,71.51,35.46,7.72,595.10
PASCO_OXAPAMPA_HUANCABAMBA,0.31,70.71,28.71,5.60,397.40
PASCO_OXAPAMPA_OXAPAMPA,0.48,68.05,59.57,9.03,704.80
PASCO_OXAPAMPA_PALCAZU,0.29,67.27,26.78,6.92,309.90
PASCO_OXAPAMPA_POZUZO,0.26,71.13,12.29,5.08,358.20
PASCO_OXAPAMPA_PUERTO BERMUDEZ,0.25,68.90,25.56,6.47,223.60
PASCO_OXAPAMPA_VILLA RICA,0.38,70.08,36.04,7.70,508.30
PASCO_PASCO_CHAUPIMARCA,0.52,73.39,80.50,10.73,636.30
PASCO_PASCO_HUACHON,0.31,72.48,37.35,6.83,294.30
PASCO_PASCO_HUARIACA,0.45,72.60,76.54,8.76,497.30
PASCO_PASCO_HUAYLLAY,0.53,70.03,66.22,9.95,820.70
PASCO_PASCO_NINACACA,0.31,73.23,59.54,7.23,231.40
PASCO_PASCO_PALLANCHACRA,0.30,71.99,58.21,8.44,205.90
PASCO_PASCO_PAUCARTAMBO,0.34,72.80,63.77,7.29,278.40
PASCO_PASCO_SAN FCO.DE ASIS DE YARUSYAC,0.40,72.64,71.15,8.83,363.10
PASCO_PASCO_SIMON BOLIVAR,0.55,74.54,75.25,10.26,782.50
PASCO_PASCO_TICLACAYAN,0.26,71.64,68.36,6.85,148.10
PASCO_PASCO_TINYAHUARCO,0.53,75.41,70.87,10.16,716.80
PASCO_PASCO_VICCO,0.43,74.66,84.13,8.24,423.50
PASCO_PASCO_YANACANCHA,0.53,75.18,83.21,11.38,624.40
PIURA_AYABACA_AYABACA,0.23,64.22,28.72,5.52,206.20
PIURA_AYABACA_FRIAS,0.15,65.88,25.89,3.93,102.50
PIURA_AYABACA_JILILI,0.26,68.25,26.91,5.34,254.10
PIURA_AYABACA_LAGUNAS,0.14,64.78,14.21,3.78,101.30
PIURA_AYABACA_MONTERO,0.28,67.37,52.15,5.69,244.10
PIURA_AYABACA_PACAIPAMPA,0.13,64.41,10.16,3.60,101.50
PIURA_AYABACA_PAIMAS,0.21,67.10,32.56,4.97,154.30
PIURA_AYABACA_SAPILLICA,0.14,64.90,15.17,3.97,101.30
PIURA_AYABACA_SICCHEZ,0.28,68.78,21.99,5.63,340.80
PIURA_AYABACA_SUYO,0.26,67.55,33.40,6.38,228.50
PIURA_HUANCABAMBA_CANCHAQUE,0.25,64.67,34.51,6.22,213.10
PIURA_HUANCABAMBA_EL CARMEN DE LA FRONTERA,0.20,63.82,20.63,4.49,183.40
PIURA_HUANCABAMBA_HUANCABAMBA,0.25,62.54,33.69,5.50,235.40
PIURA_HUANCABAMBA_HUARMACA,0.15,62.78,18.51,4.30,102.50
PIURA_HUANCABAMBA_LALAQUIZ,0.19,62.33,38.79,3.71,148.60
PIURA_HUANCABAMBA_SAN MIGUEL DE EL FAIQUE,0.21,65.01,51.43,4.83,137.90
PIURA_HUANCABAMBA_SONDOR,0.20,62.26,21.67,4.54,200.40
PIURA_HUANCABAMBA_SONDORILLO,0.16,64.66,24.51,3.76,121.30
PIURA_MORROPON_BUENOS AIRES,0.37,71.98,55.63,6.29,421.10
PIURA_MORROPON_CHALACO,0.25,72.01,37.59,5.09,194.90
PIURA_MORROPON_CHULUCANAS,0.38,70.54,54.08,6.65,439.70
PIURA_MORROPON_LA MATANZA,0.27,70.70,36.56,4.29,294.70
PIURA_MORROPON_MORROPON,0.41,72.00,55.53,7.19,513.00
PIURA_MORROPON_SALITRAL,0.35,71.28,32.03,5.62,497.50
PIURA_MORROPON_SAN JUAN DE BIGOTE,0.31,71.56,52.14,4.91,307.00
PIURA_MORROPON_SANTA CATALINA DE MOSSA,0.32,72.14,50.84,5.75,317.20
PIURA_MORROPON_SANTO DOMINGO,0.29,72.57,40.80,6.05,246.60
PIURA_MORROPON_YAMANGO,0.23,70.77,39.64,4.47,176.60
PIURA_PAITA_AMOTAPE,0.44,75.94,57.88,6.93,563.20
PIURA_PAITA_ARENAL,0.42,78.44,64.30,7.14,440.60
PIURA_PAITA_COLAN,0.41,77.88,58.29,6.45,472.10
PIURA_PAITA_LA HUACA,0.44,77.20,60.59,7.15,523.90
PIURA_PAITA_PAITA,0.53,75.33,60.64,8.94,840.40
PIURA_PAITA_TAMARINDO,0.40,76.49,46.54,5.92,552.90
PIURA_PAITA_VICHAYAL,0.32,75.70,37.80,5.52,343.80
PIURA_PIURA_CASTILLA,0.56,75.93,73.88,10.32,781.00
PIURA_PIURA_CATACAOS,0.41,74.24,57.46,7.64,474.90
PIURA_PIURA_CURA MORI,0.27,72.20,37.13,4.94,250.30
PIURA_PIURA_EL TALLAN,0.31,70.97,45.96,5.03,321.20
PIURA_PIURA_LA ARENA,0.31,74.18,44.90,5.05,305.90
PIURA_PIURA_LA UNION,0.42,73.10,98.81,6.76,435.80
PIURA_PIURA_LAS LOMAS,0.33,76.10,40.50,6.38,317.80
PIURA_PIURA_PIURA,0.54,74.49,50.36,11.05,845.10
PIURA_PIURA_TAMBO GRANDE,0.40,77.61,99.54,5.87,372.50
PIURA_SECHURA_BELLAVISTA DE LA UNION,0.45,70.46,65.22,7.98,574.40
PIURA_SECHURA_BERNAL,0.39,68.65,55.87,7.26,478.90
PIURA_SECHURA_CRISTO NOS VALGA,0.34,67.42,45.80,6.52,392.40
PIURA_SECHURA_RINCONADA LLICUAR,0.45,69.76,79.31,8.06,538.00
PIURA_SECHURA_SECHURA,0.42,68.46,46.74,7.50,628.60
PIURA_SECHURA_VICE,0.35,67.89,46.91,6.19,438.30
PIURA_SULLANA_BELLAVISTA,0.44,76.01,64.78,9.16,467.20
PIURA_SULLANA_IGNACIO ESCUDERO,0.41,75.20,49.81,6.44,529.90
PIURA_SULLANA_LANCONES,0.30,74.81,34.89,4.87,318.60
PIURA_SULLANA_MARCAVELICA,0.43,75.35,61.08,6.96,527.30
PIURA_SULLANA_MIGUEL CHECA,0.42,76.91,51.82,6.36,558.80
PIURA_SULLANA_QUERECOTILLO,0.45,76.70,60.23,7.16,564.90
PIURA_SULLANA_SALITRAL,0.49,76.98,74.36,8.28,604.70
PIURA_SULLANA_SULLANA,0.49,75.68,70.03,9.52,577.60
PIURA_TALARA_EL ALTO,0.50,73.26,75.00,10.24,604.90
PIURA_TALARA_LA BREA,0.53,73.66,78.11,10.43,674.90
PIURA_TALARA_LOBITOS,0.43,73.28,48.44,9.61,503.90
PIURA_TALARA_LOS ORGANOS,0.50,73.40,57.75,9.48,713.70
PIURA_TALARA_MANCORA,0.49,73.16,60.81,9.30,687.20
PIURA_TALARA_PARINAS,0.52,72.60,66.91,9.93,727.80
PUNO_AZANGARO_ACHAYA,0.20,63.72,63.02,5.44,112.20
